Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
AKP,Stem (Oncogene) 1,Col6a1,Sdc1,0.050629619937028046,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.032212805805903084,0.4521727099524788,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a1,Sdc1,0.046977178730300835,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03813818720028232,0.20844585596036755,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a1,Sdc1,0.061665065486367215,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07070028245676227,-0.13673199705251943,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a1,Sdc1,0.05927593928148599,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.046454600408554675,0.24372797762420756,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a1,Sdc1,0.06913582421752065,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.054562587158979076,0.23672460561163547,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a1,Sdc1,0.046239938597047385,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034549370908942154,0.29145455453162084,AKP_Early Absorptive
AKP,Late Absorptive,Col6a1,Sdc1,0.0623894521558989,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.036891053142606406,0.5254271657362682,AKP_Late Absorptive
AKP,Secretory,Col6a1,Sdc1,0.032638035848228324,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0293481635984965,0.1062483767962848,AKP_Secretory
AKP,ER Stress,Col6a1,Sdc1,0.05853439316992988,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a2,Sdc1,0.019501873870493888,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01185932827847591,0.49739580247520426,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a2,Sdc1,0.018052301288090284,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01409531948543347,0.24743038094875916,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a2,Sdc1,0.023923555759372866,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026699607364205128,-0.10978528965510498,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a2,Sdc1,0.022960890453294566,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01726303996287172,0.285224555732976,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a2,Sdc1,0.02695324882879385,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020384977644587285,0.2793056007122653,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a2,Sdc1,0.01776053651353847,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01273898118568897,0.33231226898324534,AKP_Early Absorptive
AKP,Late Absorptive,Col6a2,Sdc1,0.024216030373523604,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013623261420328905,0.5752360957638771,AKP_Late Absorptive
AKP,Secretory,Col6a2,Sdc1,0.01242695770226824,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010784524103952354,0.14175596798898665,AKP_Secretory
AKP,ER Stress,Col6a2,Sdc1,0.022662703623981647,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008939141833484836,0.9302809683055275,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a3,Sdc1,0.034175313458388264,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.023632090782159547,0.3688979874481727,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a3,Sdc1,0.03167029443843349,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.028024799465351316,0.1222893442147066,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a3,Sdc1,0.041782149978131476,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05242276553750877,-0.2268717394909178,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a3,Sdc1,0.0401304138905079,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034214332820805216,0.15948985336545973,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a3,Sdc1,0.0469646461784408,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.040276192255090014,0.15363457820710938,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a3,Sdc1,0.031165418540678825,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025362562467122204,0.20603493188079983,AKP_Early Absorptive
AKP,Late Absorptive,Col6a3,Sdc1,0.04228349478874213,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02709905992737737,0.44489777752981535,AKP_Late Absorptive
AKP,Secretory,Col6a3,Sdc1,0.021896023361683212,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.021513557405772717,0.01762172526005319,AKP_Secretory
AKP,ER Stress,Col6a3,Sdc1,0.03961829266454166,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01786544462906701,0.7964225681315568,AKP_ER Stress
AKP,Stem (Oncogene) 1,Fn1,Sdc1,0.06212811708721656,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04344520169148363,0.35769824486422,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Fn1,Sdc1,0.0576965816721595,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.05132714602433006,0.11697815415490652,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Fn1,Sdc1,0.07547058734252728,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.0940488332730801,-0.22007114155010835,AKP_Stem (Reserve)
AKP,Transit Amplifying,Fn1,Sdc1,0.07258796265888308,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.06233316632445865,0.15230545559103467,AKP_Transit Amplifying
AKP,Stem (Stroma),Fn1,Sdc1,0.08446334036111719,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.07300036220482484,0.14585319550023063,AKP_Stem (Stroma)
AKP,Early Absorptive,Fn1,Sdc1,0.056801142158326066,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04655731692771246,0.19887225830644825,AKP_Early Absorptive
AKP,Late Absorptive,Fn1,Sdc1,0.07634395433670484,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04967099943277073,0.42982759461539133,AKP_Late Absorptive
AKP,Secretory,Fn1,Sdc1,0.04022358431616226,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.039622573019444725,0.015054516529123768,AKP_Secretory
AKP,ER Stress,Fn1,Sdc1,0.07169257379211458,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Tnc,Sdc1,0.004813900652721917,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.011642979150373003,-0.883195648319698,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Tnc,Sdc1,0.004451127637982798,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.013838750554848102,-1.1343152024141165,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Tnc,Sdc1,0.0059254874543165316,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.02621971144076341,-1.4872485185568118,AKP_Stem (Reserve)
AKP,Transit Amplifying,Tnc,Sdc1,0.0056828338967434095,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.016949802153875697,-1.092806127626501,AKP_Transit Amplifying
AKP,Stem (Stroma),Tnc,Sdc1,0.006691520355604543,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.020016246074812526,-1.0957031412956255,AKP_Stem (Stroma)
AKP,Early Absorptive,Tnc,Sdc1,0.004378207522563278,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.012506787704913064,-1.049632114118929,AKP_Early Absorptive
AKP,Late Absorptive,Tnc,Sdc1,0.005999281199055633,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.013375168518522145,-0.8017602303243231,AKP_Late Absorptive
AKP,Secretory,Tnc,Sdc1,0.003050926985307857,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.010587572485861528,-1.2442354322658944,AKP_Secretory
AKP,ER Stress,Tnc,Sdc1,0.005607744614383542,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.008775592408242171,-0.44782566880653896,AKP_ER Stress
AKP,Stem (Oncogene) 1,Thbs1,Sdc1,0.006173301745411085,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.003468528416591897,0.5765034071320104,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Thbs1,Sdc1,0.005708672627863316,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.004129105295574994,0.32392578412149586,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Thbs1,Sdc1,0.007596394338762574,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.007892771185808905,-0.03827359519249804,AKP_Stem (Reserve)
AKP,Transit Amplifying,Thbs1,Sdc1,0.007285817281402498,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.005068577084640667,0.3628694959367959,AKP_Transit Amplifying
AKP,Stem (Stroma),Thbs1,Sdc1,0.00857657442490489,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.005998666153735999,0.3574974457979474,AKP_Stem (Stroma)
AKP,Early Absorptive,Thbs1,Sdc1,0.005615267118815751,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0037281509465200125,0.409576773471429,AKP_Early Absorptive
AKP,Late Absorptive,Thbs1,Sdc1,0.007690835924766197,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.003989469242670432,0.6563712802738163,AKP_Late Absorptive
AKP,ER Stress,Thbs1,Sdc1,0.00718970036980445,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Thbs2,Sdc1,0.04342219616915722,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.027466397776054877,0.45800738434575095,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Thbs2,Sdc1,0.040267647835064,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.03254806445664126,0.2128304601116892,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Thbs2,Sdc1,0.0529743399514311,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.06063824515165612,-0.13511815767045376,AKP_Stem (Reserve)
AKP,Transit Amplifying,Thbs2,Sdc1,0.05090365752978248,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.039695802581214426,0.2486893244709105,AKP_Transit Amplifying
AKP,Stem (Stroma),Thbs2,Sdc1,0.059458929855351006,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.04668188891378219,0.2419295479222361,AKP_Stem (Stroma)
AKP,Early Absorptive,Thbs2,Sdc1,0.03963132552126321,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.02946916421672322,0.29627541819343584,AKP_Early Absorptive
AKP,Late Absorptive,Thbs2,Sdc1,0.05360246761636525,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.03147774739900209,0.5323142402224409,AKP_Late Absorptive
AKP,Secretory,Thbs2,Sdc1,0.027916506706114657,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.02501293818514342,0.10982493368761304,AKP_Secretory
AKP,ER Stress,Thbs2,Sdc1,0.05026125328344368,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.020784030237708525,0.8830495530239226,AKP_ER Stress
AKP,Stem (Oncogene) 1,Thbs3,Sdc1,0.0026712418242543557,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0018459198935780207,0.36956572645810265,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Thbs3,Sdc1,0.0024695377647423094,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.002198154664361201,0.11641277388933773,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Thbs3,Sdc1,0.003289698771179825,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.004209204557146371,-0.2464776868736359,AKP_Stem (Reserve)
AKP,Transit Amplifying,Thbs3,Sdc1,0.0031546403816143757,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0026994791657456558,0.15581565302939795,AKP_Transit Amplifying
AKP,Stem (Stroma),Thbs3,Sdc1,0.003716257048152049,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0031962329313813395,0.15074408449715213,AKP_Stem (Stroma)
AKP,Early Absorptive,Thbs3,Sdc1,0.0024290016246723465,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0019843305320808007,0.20219872506682196,AKP_Early Absorptive
AKP,Late Absorptive,Thbs3,Sdc1,0.00333077740089649,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0021236792994833316,0.4500556274330455,AKP_Late Absorptive
AKP,Secretory,Thbs3,Sdc1,0.0016916308396717488,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.001677084987118304,0.008635897892360899,AKP_Secretory
AKP,ER Stress,Thbs3,Sdc1,0.0031128524270922085,THBS3_SDC1,Thbs3  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0013879258511853777,0.807729045647239,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col1a1,Sdc4,0.049787382685643734,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col1a1,Sdc4,0.054761364647545566,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col1a1,Sdc4,0.058799638471334265,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07348608342330362,-0.22296034067296108,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col1a1,Sdc4,0.049043482619130774,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04860259403244384,0.009030400358895114,AKP_Transit Amplifying
AKP,Stem (Stroma),Col1a1,Sdc4,0.06788255721235743,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05323001572029555,0.24315666968911334,AKP_Stem (Stroma)
AKP,Early Absorptive,Col1a1,Sdc4,0.050248442554687876,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col1a1,Sdc4,0.05371632588452465,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,ER Stress,Col1a1,Sdc4,0.07146304056787786,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col1a2,Sdc4,0.045702745873240566,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col1a2,Sdc4,0.050290251764067276,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col1a2,Sdc4,0.05401765396942366,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.058313458229537575,-0.0765219926379073,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col1a2,Sdc4,0.04501698518795867,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.038354962330217436,0.1601559518998953,AKP_Transit Amplifying
AKP,Stem (Stroma),Col1a2,Sdc4,0.06241087035874768,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04204983625517381,0.39488397230984407,AKP_Stem (Stroma)
AKP,Early Absorptive,Col1a2,Sdc4,0.04612781590782402,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col1a2,Sdc4,0.04932608495351824,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,ER Stress,Col1a2,Sdc4,0.06572309757280222,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a1,Sdc4,0.02835783982968452,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a1,Sdc4,0.031261349108134426,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a1,Sdc4,0.03362831135472327,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03599614036387616,-0.06804340856978174,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a1,Sdc4,0.02792472038023861,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02348552014087672,0.17312826463898398,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a1,Sdc4,0.03898400606866329,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025786376618274806,0.4133051467967891,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a1,Sdc4,0.02862642834630496,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col4a1,Sdc4,0.030650231189839547,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,Secretory,Col4a1,Sdc4,0.02267475313259326,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col4a1,Sdc4,0.041107449424905095,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a2,Sdc4,0.018445038848631884,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a2,Sdc4,0.02035485608969103,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a2,Sdc4,0.02191471091078527,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025974934058847633,-0.16997385594470454,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a2,Sdc4,0.018160491383973933,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016886219712902346,0.07275054369103956,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a2,Sdc4,0.02545401778286647,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018552831732610447,0.3162511687451121,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a2,Sdc4,0.01862153860429998,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col4a2,Sdc4,0.019952554334354968,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,Secretory,Col4a2,Sdc4,0.014718446012512008,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Secretory
AKP,ER Stress,Col4a2,Sdc4,0.026861086968023872,COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col4a5,Sdc4,0.012421040692290998,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.006542830576308963,0.6410219829777246,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col4a5,Sdc4,0.013715843065883535,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005360340667247114,0.9395240624675164,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col4a5,Sdc4,0.014774603058389622,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012395087075441024,0.17560950666269545,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col4a5,Sdc4,0.012228266354064554,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00801888666837151,0.42195059326247847,AKP_Transit Amplifying
AKP,Stem (Stroma),Col4a5,Sdc4,0.017181012362145677,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008818173308426241,0.6669901009230759,AKP_Stem (Stroma)
AKP,Early Absorptive,Col4a5,Sdc4,0.01254063354633077,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005419438653690082,0.8389818153065292,AKP_Early Absorptive
AKP,Late Absorptive,Col4a5,Sdc4,0.013442956912890406,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004468440423205519,1.1014158701618333,AKP_Late Absorptive
AKP,Secretory,Col4a5,Sdc4,0.009899247933945005,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0047676417052849975,0.7306070067509609,AKP_Secretory
AKP,ER Stress,Col4a5,Sdc4,0.018139271369253872,COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007116239009202849,0.9356999199877319,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a1,Sdc4,0.039099709337326004,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
AKP,Stem (Oncogene) 2,Col6a1,Sdc4,0.04305432478347113,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 2
AKP,Stem (Reserve),Col6a1,Sdc4,0.046271546108631746,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.046106095380713384,0.003582055184797905,AKP_Stem (Reserve)
AKP,Transit Amplifying,Col6a1,Sdc4,0.03850902781977259,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03019176280991299,0.24332357009292357,AKP_Transit Amplifying
AKP,Stem (Stroma),Col6a1,Sdc4,0.053529284839693804,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0331273359165688,0.4798700842691376,AKP_Stem (Stroma)
AKP,Early Absorptive,Col6a1,Sdc4,0.039465905952496765,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Early Absorptive
AKP,Late Absorptive,Col6a1,Sdc4,0.04222271784449368,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Late Absorptive
AKP,ER Stress,Col6a1,Sdc4,0.056398508013825725,COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_ER Stress
AKP,Stem (Oncogene) 1,Col6a2,Sdc4,0.014949080166306968,COL6A2_SDC4,Col6a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AKP_Stem (Oncogene) 1
